files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=0.14 s (664.7 files/s 130473.9 lines/s)"
35,Python,2052,2072,7040
16,reStructuredText,829,242,1865
12,Markdown,618,6,1719
10,YAML,51,38,288
8,make,60,6,258
1,DOS Batch,34,2,227
1,CSS,32,2,143
3,HTML,30,3,114
1,TOML,12,1,89
1,INI,3,0,15
2,Text,0,0,10
1,SVG,0,0,1
91,SUM,3721,2372,11769
