files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=1.51 s (841.8 files/s 183580.8 lines/s)"
1208,Python,26161,14608,214772
9,Markdown,1334,38,10642
4,Text,873,0,3621
30,YAML,114,23,2324
8,XML,0,2,1646
3,JSON,0,0,490
1,TOML,26,0,387
3,JavaScript,0,12,374
1,make,35,6,202
3,Bourne Shell,11,2,80
1,SVG,4,0,27
1,Dockerfile,6,0,10
1,INI,1,0,7
1,DOS Batch,0,0,1
1274,SUM,28565,14691,234583
